FF-10,LP-10,FF-20,LP-20,FF-30,LP-30,FF-40,LP-40,
,,19,,19,,19,,
,,6,,7,,7,,
,,8,,8,,8,,
,,25,,26,,26,,
,,12,,12,,12,,
,,12,,12,,12,,
,,4,,4,,4,,
,,0,,0,,0,,
,,0,,0,,0,,
,,18,,19,,19,,
,,16,,17,,17,,
,,25,,26,,26,,
,,13,,14,,14,,
,,3,,3,,3,,
,,7,,7,,7,,
,,3,,3,,3,,
,,27,,28,,29,,
,,9,,9,,9,,
,,28,,29,,29,,
,,1,,1,,1,,
,,14,,14,,15,,
,,9,,9,,10,,
,,2,,2,,2,,
,,6,,6,,6,,
,,16,,16,,16,,
,,7,,7,,7,,
,,6,,6,,6,,
,,0,,0,,0,,
,,0,,0,,0,,
,,4,,4,,4,,
,,1,,1,,1,,
,,11,,11,,11,,
,,3,,3,,3,,
,,9,,9,,9,,
,,8,,8,,8,,
,,19,,19,,19,,
,,1,,1,,1,,
,,4,,4,,4,,
,,5,,5,,5,,
,,10,,10,,10,,
,,6,,6,,6,,
,,1,,1,,1,,
,,6,,6,,6,,
,,3,,3,,3,,
,,3,,3,,3,,
,,10,,10,,10,,
,,11,,12,,12,,
,,2,,2,,2,,
,,14,,14,,14,,
,,4,,4,,4,,
,,19,,19,,19,,
,,7,,7,,7,,
,,8,,8,,8,,
,,25,,24,,26,,
,,13,,12,,12,,
,,12,,12,,12,,
,,4,,4,,4,,
,,0,,0,,0,,
,,0,,0,,0,,
,,19,,19,,19,,
,,16,,16,,17,,
,,25,,25,,26,,
,,14,,14,,14,,
,,3,,3,,3,,
,,7,,8,,7,,
,,3,,3,,3,,
,,27,,28,,28,,
,,9,,9,,9,,
,,28,,28,,28,,
,,1,,1,,1,,
,,14,,14,,15,,
,,9,,9,,9,,
,,2,,2,,2,,
,,6,,6,,6,,
,,16,,16,,16,,
,,7,,7,,7,,
,,5,,6,,6,,
,,0,,0,,0,,
,,0,,0,,0,,
,,4,,4,,4,,
,,1,,1,,1,,
,,11,,11,,11,,
,,3,,3,,3,,
,,9,,9,,9,,
,,8,,8,,8,,
,,20,,20,,20,,
,,1,,1,,1,,
,,4,,4,,4,,
,,5,,5,,5,,
,,9,,9,,10,,
,,6,,6,,6,,
,,1,,1,,1,,
,,6,,6,,6,,
,,3,,3,,3,,
,,3,,3,,3,,
,,10,,10,,10,,
,,11,,12,,12,,
,,2,,3,,2,,
,,14,,14,,14,,
,,4,,4,,4,,
,,19,,19,,19,,
,,6,,7,,7,,
,,8,,8,,8,,
,,25,,25,,26,,
,,12,,12,,12,,
,,12,,12,,12,,
,,4,,4,,4,,
,,0,,0,,0,,
,,0,,0,,0,,
,,19,,19,,19,,
,,16,,16,,16,,
,,39,,26,,25,,
,,14,,15,,14,,
,,3,,3,,3,,
,,7,,8,,7,,
,,3,,3,,3,,
,,28,,31,,28,,
,,10,,10,,9,,
,,28,,30,,29,,
,,1,,1,,1,,
,,14,,15,,14,,
,,9,,9,,9,,
,,2,,2,,2,,
,,6,,6,,6,,
,,16,,17,,16,,
,,7,,7,,7,,
,,5,,6,,6,,
,,0,,0,,0,,
,,0,,0,,0,,
,,4,,4,,4,,
,,1,,1,,1,,
,,11,,11,,11,,
,,3,,3,,3,,
,,9,,9,,9,,
,,8,,9,,8,,
,,19,,20,,19,,
,,1,,1,,1,,
,,4,,4,,4,,
,,5,,5,,5,,
,,9,,9,,10,,
,,6,,6,,6,,
,,1,,1,,1,,
,,6,,6,,6,,
,,3,,3,,3,,
,,3,,3,,3,,
,,10,,10,,10,,
,,11,,12,,12,,
,,2,,3,,2,,
,,13,,14,,14,,
,,3,,4,,4,,
,,18,,19,,19,,
,,6,,7,,7,,
,,8,,8,,8,,
,,25,,26,,26,,
,,12,,12,,12,,
,,12,,12,,12,,
,,4,,4,,4,,
,,0,,0,,0,,
,,0,,0,,0,,
,,18,,19,,19,,
,,16,,17,,17,,
,,24,,26,,26,,
,,13,,14,,14,,
,,3,,3,,3,,
,,7,,7,,7,,
,,3,,3,,3,,
,,27,,28,,28,,
,,9,,9,,9,,
,,28,,29,,28,,
,,1,,1,,1,,
,,14,,14,,15,,
,,9,,9,,9,,
,,2,,2,,2,,
,,6,,6,,6,,
,,16,,16,,16,,
,,7,,7,,7,,
,,6,,5,,5,,
,,0,,0,,0,,
,,0,,0,,0,,
,,4,,4,,4,,
,,1,,1,,1,,
,,11,,11,,11,,
,,3,,3,,3,,
,,9,,9,,9,,
,,9,,8,,8,,
,,20,,19,,19,,
,,1,,1,,1,,
,,4,,4,,4,,
,,5,,5,,5,,
,,9,,9,,10,,
,,6,,6,,6,,
,,1,,1,,1,,
,,6,,6,,6,,
,,3,,3,,3,,
,,3,,3,,3,,
,,10,,10,,10,,
,,11,,12,,12,,
,,2,,2,,3,,
,,13,,14,,14,,
,,4,,4,,4,,
,,18,,19,,19,,
,,6,,7,,7,,
,,8,,8,,8,,
,,25,,26,,26,,
,,11,,12,,13,,
,,11,,12,,12,,
,,4,,4,,4,,
,,0,,0,,0,,
,,0,,0,,0,,
,,18,,19,,19,,
,,16,,16,,17,,
,,25,,26,,27,,
,,13,,14,,14,,
,,3,,3,,3,,
,,7,,7,,7,,
,,2,,3,,3,,
,,27,,28,,28,,
,,9,,9,,9,,
,,28,,29,,29,,
,,1,,1,,1,,
,,14,,15,,14,,
,,9,,9,,9,,
,,2,,2,,2,,
,,6,,6,,6,,
,,16,,17,,16,,
,,7,,9,,7,,
,,5,,6,,6,,
,,0,,0,,0,,
,,0,,0,,0,,
,,4,,4,,4,,
,,1,,1,,1,,
,,11,,12,,11,,
,,3,,3,,3,,
,,9,,10,,9,,
,,8,,9,,8,,
,,19,,21,,20,,
,,1,,1,,1,,
,,4,,4,,4,,
,,5,,5,,5,,
,,9,,10,,10,,
,,6,,6,,6,,
,,1,,1,,1,,
,,6,,6,,6,,
,,3,,3,,3,,
,,3,,3,,3,,
,,10,,11,,10,,
,,11,,12,,12,,
,,2,,3,,3,,
,,13,,14,,14,,
,,3,,4,,4,,
,,18,,19,,19,,
,,6,,7,,7,,
,,8,,8,,8,,
,,25,,26,,26,,
,,13,,12,,12,,
,,12,,12,,12,,
,,4,,5,,4,,
,,0,,0,,0,,
,,0,,0,,0,,
,,19,,19,,19,,
,,16,,17,,17,,
,,25,,26,,25,,
,,13,,14,,14,,
,,3,,3,,3,,
,,7,,7,,7,,
,,3,,3,,3,,
,,27,,28,,27,,
,,9,,9,,9,,
,,28,,26,,28,,
,,1,,1,,1,,
,,,,14,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,16,,16,,
,,,,7,,7,,
,,,,6,,5,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,3,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,19,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,26,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,16,,17,,
,,,,26,,26,,
,,,,14,,15,,
,,,,3,,3,,
,,,,8,,7,,
,,,,3,,3,,
,,,,29,,28,,
,,,,9,,9,,
,,,,29,,28,,
,,,,1,,1,,
,,,,15,,15,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,17,,16,,
,,,,8,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,19,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,11,,12,,
,,,,3,,2,,
,,,,13,,14,,
,,,,4,,4,,
,,,,19,,19,,
,,,,6,,7,,
,,,,8,,8,,
,,,,26,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,16,,17,,
,,,,25,,26,,
,,,,14,,14,,
,,,,3,,3,,
,,,,7,,8,,
,,,,3,,3,,
,,,,28,,28,,
,,,,9,,9,,
,,,,28,,28,,
,,,,1,,1,,
,,,,14,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,16,,16,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,2,,3,,
,,,,14,,14,,
,,,,4,,4,,
,,,,21,,19,,
,,,,7,,7,,
,,,,9,,8,,
,,,,28,,26,,
,,,,13,,12,,
,,,,13,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,17,,17,,
,,,,25,,26,,
,,,,14,,14,,
,,,,3,,3,,
,,,,7,,7,,
,,,,3,,3,,
,,,,28,,29,,
,,,,9,,9,,
,,,,29,,30,,
,,,,1,,1,,
,,,,15,,15,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,17,,18,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,12,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,9,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,2,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,19,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,26,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,17,,16,,
,,,,26,,26,,
,,,,14,,15,,
,,,,3,,3,,
,,,,7,,7,,
,,,,3,,3,,
,,,,28,,28,,
,,,,9,,9,,
,,,,29,,29,,
,,,,1,,1,,
,,,,15,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,18,,17,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,12,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,9,,8,,
,,,,21,,20,,
,,,,1,,1,,
,,,,5,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,3,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,20,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,27,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,5,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,20,,
,,,,17,,17,,
,,,,26,,26,,
,,,,15,,14,,
,,,,3,,3,,
,,,,8,,7,,
,,,,3,,3,,
,,,,29,,28,,
,,,,10,,9,,
,,,,30,,29,,
,,,,1,,1,,
,,,,16,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,17,,16,,
,,,,7,,7,,
,,,,5,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,5,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,2,,3,,
,,,,14,,14,,
,,,,4,,4,,
,,,,20,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,27,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,17,,17,,
,,,,26,,25,,
,,,,14,,14,,
,,,,3,,3,,
,,,,8,,7,,
,,,,3,,3,,
,,,,29,,28,,
,,,,10,,9,,
,,,,30,,28,,
,,,,1,,1,,
,,,,15,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,18,,17,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,12,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,9,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,5,,
,,,,2,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,2,,2,,
,,,,15,,14,,
,,,,4,,4,,
,,,,20,,19,,
,,,,7,,7,,
,,,,9,,8,,
,,,,27,,26,,
,,,,13,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,20,,19,,
,,,,17,,17,,
,,,,26,,26,,
,,,,14,,14,,
,,,,3,,3,,
,,,,8,,7,,
,,,,3,,3,,
,,,,29,,28,,
,,,,9,,9,,
,,,,30,,30,,
,,,,1,,1,,
,,,,15,,15,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,17,,16,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,9,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,11,,
,,,,12,,12,,
,,,,3,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,19,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,26,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,17,,17,,
,,,,26,,25,,
,,,,14,,14,,
,,,,3,,3,,
,,,,7,,7,,
,,,,3,,3,,
,,,,28,,28,,
,,,,9,,9,,
,,,,29,,29,,
,,,,1,,1,,
,,,,14,,15,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,17,,16,,
,,,,7,,7,,
,,,,6,,5,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,9,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,9,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,19,,
,,,,3,,4,,
,,,,3,,4,,
,,,,10,,10,,
,,,,12,,12,,
,,,,3,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,20,,19,,
,,,,7,,7,,
,,,,9,,8,,
,,,,27,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,20,,19,,
,,,,17,,17,,
,,,,26,,26,,
,,,,14,,14,,
,,,,3,,3,,
,,,,7,,7,,
,,,,3,,3,,
,,,,28,,29,,
,,,,9,,9,,
,,,,29,,29,,
,,,,1,,1,,
,,,,15,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,16,,16,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,19,,20,,
,,,,1,,1,,
,,,,5,,4,,
,,,,5,,5,,
,,,,10,,9,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,11,,10,,
,,,,13,,12,,
,,,,3,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,20,,19,,
,,,,7,,7,,
,,,,9,,8,,
,,,,27,,26,,
,,,,13,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,17,,17,,
,,,,26,,26,,
,,,,14,,14,,
,,,,3,,3,,
,,,,7,,8,,
,,,,3,,3,,
,,,,28,,28,,
,,,,9,,9,,
,,,,28,,28,,
,,,,1,,1,,
,,,,15,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,17,,16,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,9,,8,,
,,,,19,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,2,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,19,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,27,,26,,
,,,,13,,12,,
,,,,13,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,20,,19,,
,,,,18,,17,,
,,,,27,,26,,
,,,,14,,14,,
,,,,3,,3,,
,,,,8,,7,,
,,,,3,,3,,
,,,,29,,28,,
,,,,9,,9,,
,,,,29,,29,,
,,,,1,,1,,
,,,,15,,15,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,16,,16,,
,,,,7,,7,,
,,,,6,,5,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,3,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,19,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,26,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,16,,17,,
,,,,26,,25,,
,,,,14,,14,,
,,,,3,,3,,
,,,,7,,7,,
,,,,3,,3,,
,,,,28,,28,,
,,,,9,,9,,
,,,,29,,28,,
,,,,1,,1,,
,,,,14,,15,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,16,,16,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,9,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,2,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,20,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,26,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,17,,16,,
,,,,26,,25,,
,,,,14,,14,,
,,,,3,,3,,
,,,,7,,7,,
,,,,3,,3,,
,,,,29,,28,,
,,,,9,,9,,
,,,,31,,28,,
,,,,1,,1,,
,,,,16,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,18,,17,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,3,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,20,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,27,,26,,
,,,,12,,12,,
,,,,12,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,17,,16,,
,,,,26,,26,,
,,,,14,,14,,
,,,,3,,3,,
,,,,8,,8,,
,,,,3,,3,,
,,,,29,,28,,
,,,,9,,10,,
,,,,29,,30,,
,,,,1,,1,,
,,,,15,,15,,
,,,,10,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,18,,16,,
,,,,8,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,12,,11,,
,,,,3,,3,,
,,,,10,,9,,
,,,,9,,8,,
,,,,21,,20,,
,,,,2,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,7,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,11,,10,,
,,,,12,,12,,
,,,,3,,3,,
,,,,15,,14,,
,,,,4,,4,,
,,,,21,,19,,
,,,,7,,7,,
,,,,9,,8,,
,,,,28,,26,,
,,,,13,,12,,
,,,,13,,13,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,20,,19,,
,,,,18,,17,,
,,,,28,,27,,
,,,,15,,15,,
,,,,3,,3,,
,,,,8,,7,,
,,,,3,,3,,
,,,,29,,28,,
,,,,10,,9,,
,,,,30,,29,,
,,,,1,,1,,
,,,,15,,14,,
,,,,10,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,17,,17,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,8,,8,,
,,,,20,,20,,
,,,,1,,1,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,9,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,2,,2,,
,,,,14,,14,,
,,,,4,,3,,
,,,,19,,19,,
,,,,7,,7,,
,,,,8,,8,,
,,,,26,,26,,
,,,,12,,12,,
,,,,13,,12,,
,,,,4,,4,,
,,,,0,,0,,
,,,,0,,0,,
,,,,19,,19,,
,,,,18,,17,,
,,,,28,,25,,
,,,,14,,14,,
,,,,3,,3,,
,,,,8,,7,,
,,,,3,,3,,
,,,,30,,28,,
,,,,9,,9,,
,,,,30,,29,,
,,,,1,,1,,
,,,,15,,14,,
,,,,9,,9,,
,,,,2,,2,,
,,,,6,,6,,
,,,,17,,17,,
,,,,7,,7,,
,,,,6,,6,,
,,,,0,,0,,
,,,,0,,0,,
,,,,4,,4,,
,,,,1,,1,,
,,,,11,,11,,
,,,,3,,3,,
,,,,9,,9,,
,,,,9,,8,,
,,,,21,,20,,
,,,,1,,2,,
,,,,4,,4,,
,,,,5,,5,,
,,,,10,,10,,
,,,,6,,6,,
,,,,1,,1,,
,,,,6,,6,,
,,,,3,,3,,
,,,,3,,3,,
,,,,10,,10,,
,,,,12,,12,,
,,,,2,,2,,
,,,,14,,14,,
,,,,4,,4,,
,,,,20,,20,,
,,,,7,,7,,
